stem,answer,choice,prefix,prediction,accuracy
['beauty' 'aesthete'],0,"[['pleasure', 'hedonist'], ['emotion', 'demagogue'], ['opinion', 'sympathizer'], ['seance', 'medium'], ['luxury', 'ascetic']]",190 FROM REAL SATs,0,True
['shove' 'nudge'],4,"[['vex', 'mutter'], ['calm', 'quell'], ['teach', 'lecture'], ['push', 'fight'], ['stare', 'glance']]",190 FROM REAL SATs,1,False
['reprehensible' 'condemn'],3,"[['torpid', 'rule'], ['innocent', 'judge'], ['depraved', 'admire'], ['estimable', 'praise'], ['worthy', 'parody']]",KS type: 16,2,False
['contemporaries' 'age'],0,"[['housemates', 'residence'], ['faculty', 'scholarship'], ['idols', 'worship'], ['kin', 'reunion'], ['authors', 'anthology']]",190 FROM REAL SATs,0,True
['disingenuous' 'craftiness'],4,"[['ecstatic', 'contentment'], ['idolatrous', 'doubt'], ['narcissistic', 'appearance'], ['penitent', 'wrongdoing'], ['surreptitious', 'stealth']]",190 FROM REAL SATs,4,True
['calculator' 'compute'],1,"[['plug', 'insert'], ['clamp', 'grip'], ['saddle', 'straddle'], ['bridge', 'suspend'], ['incinerator', 'warm']]",190 FROM REAL SATs,1,True
['lens' 'glass'],2,"[['well', 'water'], ['saw', 'wood'], ['sweater', 'wool'], ['fuel', 'fire'], ['ink', 'paper']]",190 FROM REAL SATs,4,False
['flowers' 'florist'],0,"[['rings', 'jeweler'], ['pharmacy', 'pharmacist'], ['roses', 'arrangement'], ['wedding', 'caterer'], ['stethoscope', 'doctor']]",KS type: 18,3,False
['puppeteer' 'marionette'],2,"[['teacher', 'textbook'], ['ballerina', 'leotard'], ['hypnotist', 'subject'], ['lawyer', 'criminal'], ['manager', 'baseball']]",ML: _One-on-one with the SATs_ (11) HARD,1,False
['berate' 'criticize'],0,"[['goad', 'urge'], ['accuse', 'apologize'], ['regret', 'remember'], ['betray', 'follow'], ['evaluate', 'praise']]",190 FROM REAL SATs,0,True
['abbreviation' 'word'],4,"[['laminate', 'layer'], ['inhibit', 'idea'], ['expedite', 'mail'], ['invoke', 'deity'], ['abridge', 'book']]",KS type: 52,4,True
['dodo' 'bird'],1,"[['horse', 'mule'], ['dinosaur', 'reptile'], ['venom', 'snake'], ['rooster', 'hen'], ['dog', 'puppy']]",190 FROM REAL SATs,1,True
['cooperation' 'collusion'],3,"[['evidence', 'proof'], ['achievement', 'reward'], ['damage', 'compensation'], ['imitation', 'forgery'], ['emotion', 'ecstasy']]",190 FROM REAL SATs,0,False
['decibel' 'sound'],3,"[['ingredient', 'food'], ['ruler', 'length'], ['calories', 'menu'], ['degree', 'temperature'], ['headphones', 'music']]",190 FROM REAL SATs,1,False
['insubordination' 'punishment'],3,"[['evening', 'night'], ['earthquake', 'tornado'], ['candor', 'falsehood'], ['heroism', 'praise'], ['fine', 'penalty']]",ML: http://www.appliedpractice.com/pdfs/Anal.%20and%20Sent.%20Comp.%20for%20S.%20L.pdf (2),2,False
['tunnel' 'mine'],4,"[['conduit', 'fluid'], ['corner', 'intersection'], ['sign', 'detour'], ['aisle', 'seat'], ['corridor', 'building']]",190 FROM REAL SATs,0,False
['antibiotic' 'infection'],4,"[['thermometer', 'fever'], ['anesthesia', 'surgery'], ['vaccine', 'inoculation'], ['antiseptic', 'alcohol'], ['antidote', 'poisoning']]",190 FROM REAL SATs,2,False
['asteroid' 'planet'],0,"[['quibble', 'objection'], ['gravel', 'sand'], ['mountain', 'hill'], ['wood', 'splinter'], ['radio', 'television']]",KS type: 58,0,True
['constellation' 'stars'],4,"[['construction', 'houses'], ['honey', 'bees'], ['map', 'boundaries'], ['train', 'passengers'], ['range', 'mountains']]",190 FROM REAL SATs,2,False
['incorrigible' 'reformed'],4,"[['unnerving', 'irritated'], ['innocuous', 'harmed'], ['irrelevant', 'verified'], ['insolvent', 'dissolved'], ['indelible', 'erased']]",KS type: 32,4,True
['banana' 'peel'],4,"[['egg', 'crack'], ['carrot', 'uproot'], ['apple', 'core'], ['bread', 'slice'], ['corn', 'husk']]","ML: Kaplan, adjustment sample",0,False
['shallow' 'depth'],4,"[['salty', 'ocean'], ['cloudy', 'height'], ['lurid', 'shock'], ['pious', 'faith'], ['apathetic', 'caring']]",KS type: 10,2,False
['hoard' 'save'],1,"[['economize', 'spend'], ['revere', 'admire'], ['sulk', 'roar'], ['flirt', 'giggle'], ['ignore', 'notice']]",KS type: 19,0,False
['pariah' 'ostracism'],0,"[['idol', 'adulation'], ['gourmand', 'food'], ['scapegoat', 'symbol'], ['collector', 'ownership'], ['protagonist', 'narrative']]",190 FROM REAL SATs,1,False
['journal' 'article'],3,"[['dance', 'ballet'], ['magazine', 'cover'], ['set', 'scenery'], ['anthology', 'poem'], ['concert', 'orchestra']]",190 FROM REAL SATs,3,True
['philanthropist' 'largesse'],3,"[['acrobat', 'net'], ['doctor', 'nurse'], ['mercenary', 'money'], ['professor', 'knowledge'], ['opportunist', 'advantage']]",KS type: 68,0,False
['prudent' 'indiscretion'],0,"[['frugal', 'wastefulness'], ['proud', 'accomplishment'], ['generous', 'wealth'], ['disqualified', 'competition'], ['disgruntled', 'cynicism']]",190 FROM REAL SATs,0,True
['floral' 'flowers'],2,"[['perennial', 'plants'], ['morbid', 'cemeteries'], ['emotional', 'feelings'], ['moral', 'stories'], ['maniacal', 'men']]","ML: Kaplan, practice set 1 (4)",1,False
['livid' 'anger'],2,"[['querulous', 'reconciliation'], ['forlorn', 'hope'], ['radiant', 'happiness'], ['graceful', 'posture'], ['marvelous', 'wonder']]",190 FROM REAL SATs,0,False
['haiku' 'poem'],1,"[['song', 'musician'], ['novel', 'book'], ['artist', 'painting'], ['page', 'typeface'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (3),1,True
['birds' 'wings'],2,"[['moose', 'antlers'], ['camel', 'hump'], ['spider', 'legs'], ['alligator', 'tail'], ['cat', 'whiskers']]",KS type: 3,4,False
['amorphous' 'shape'],1,"[['morbid', 'death'], ['intrepid', 'fear'], ['fundamental', 'basics'], ['prominent', 'sight'], ['hopeless', 'pessimism']]",KS type: 12,1,True
['emulate' 'person'],3,"[['admire', 'reputation'], ['obey', 'leader'], ['cooperate', 'partner'], ['mimic', 'gesture'], ['mock', 'sarcasm']]",190 FROM REAL SATs,3,True
['defend' 'untenable'],2,"[['escape', 'unfettered'], ['judge', 'punitive'], ['modify', 'invariable'], ['flourish', 'vigorous'], ['protect', 'dangerous']]",190 FROM REAL SATs,0,False
['wedding' 'marriage'],1,"[['birthday', 'cake'], ['coronation', 'reign'], ['graduation', 'diploma'], ['promotion', 'job'], ['decoration', 'bravery']]",190 FROM REAL SATs,4,False
['bus' 'passengers'],2,"[['train', 'caboose'], ['car', 'tires'], ['freighter', 'cargo'], ['plane', 'pilot'], ['yacht', 'owner']]",KS type: 37,0,False
['emigrate' 'country'],0,"[['retreat', 'position'], ['retire', 'pension'], ['voyage', 'suitcase'], ['swindle', 'property'], ['novel', 'old']]",KS type: 27,1,False
['squall' 'wind'],3,"[['blizzard', 'winter'], ['spark', 'flame'], ['desert', 'sand'], ['cloudburst', 'rain'], ['snow', 'drift']]",ML: _One-on-one with the SATs_ (9) HARD,3,True
['ethos' 'values'],1,"[['accord', 'nations'], ['code', 'principles'], ['policy', 'officials'], ['debate', 'opinions'], ['offense', 'criminals']]",190 FROM REAL SATs,1,True
['immature' 'develop'],1,"[['tempestuous', 'explode'], ['unready', 'prepare'], ['superstitious', 'believe'], ['unfeasible', 'originate'], ['fortuitous', 'plan']]","ML: Kaplan, practice set 1 (9)",1,True
['caricature' 'drawing'],2,"[['eagle', 'bird'], ['impersonation', 'flattery'], ['limerick', 'poem'], ['ballad', 'song'], ['license', 'hunter']]",KS type: 31,1,False
['terrestrial' 'land'],4,"[['vegetarian', 'plants'], ['predatory', 'animal'], ['nocturnal', 'day'], ['arid', 'desert'], ['aquatic', 'water']]",190 FROM REAL SATs,2,False
['cloying' 'sweetness'],4,"[['shiny', 'polish'], ['pale', 'hue'], ['raspy', 'softness'], ['enchanting', 'desire'], ['garish', 'brightness']]",190 FROM REAL SATs,4,True
['corroded' 'alloy'],4,"[['broken', 'contract'], ['written', 'rule'], ['outdated', 'book'], ['adjusted', 'clock'], ['corrupted', 'morality']]",ML: http://www.kagi.com/edicom/edu/sat_52.htm (8),2,False
['forensics' 'argumentation'],2,"[['autopsy', 'death'], ['syntax', 'grammar'], ['jurisprudence', 'law'], ['archaeology', 'site'], ['etymology', 'dictionary']]",190 FROM REAL SATs,2,True
['lame' 'mobility'],2,"[['lively', 'energy'], ['hostile', 'enemy'], ['hoarse', 'speech'], ['fractured', 'cast'], ['walk', 'transportation']]",KS type: 56,4,False
['inquisitorial' 'curiosity'],2,"[['morose', 'behavior'], ['injurious', 'prying'], ['ingenuous', 'innocence'], ['pernicious', 'damage'], ['laconic', 'speech']]",KS type: 49,4,False
['devour' 'consume'],0,"[['abhor', 'dislike'], ['reject', 'despise'], ['praise', 'lavish'], ['ingest', 'reject'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (6),0,True
['arena' 'conflict'],1,"[['mirage', 'reality'], ['forum', 'discussion'], ['asylum', 'pursuit'], ['utopia', 'place'], ['amphitheater', 'stage']]",190 FROM REAL SATs,0,False
['rent' 'property'],1,"[['sue', 'lawyer'], ['hire', 'employee'], ['pose', 'painter'], ['pay', 'debtor'], ['purchase', 'buyer']]",190 FROM REAL SATs,1,True
['catnap' 'sleep'],2,"[['exhaustion', 'slumber'], ['blink', 'eye'], ['snack', 'meal'], ['swallow', 'bite'], ['feast', 'banquet']]",190 FROM REAL SATs,1,False
['hostile' 'bellicose'],1,"[['indifferent', 'averse'], ['stubborn', 'obdurate'], ['morose', 'slothful'], ['unequivocal', 'skeptical'], ['angry', 'passive']]",KS type: 36,1,True
['petal' 'flower'],3,"[['oak', 'tree'], ['staple', 'paper'], ['sprout', 'seed'], ['tooth', 'comb'], ['tide', 'beach']]",190 FROM REAL SATs,3,True
['troubled' 'distraught'],2,"[['annoyed', 'disillusioned'], ['disturbed', 'interrupted'], ['covetous', 'rapacious'], ['outmoded', 'ostentatious'], ['tranquil', 'placid']]",ML: http://www.gre.org/pprepdwnld.html GRE questions (12),3,False
['seedy' 'elegant'],1,"[['posh', 'sumptuous'], ['luxurious', 'spare'], ['moneyed', 'frugal'], ['rich', 'poor'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (5),0,False
['tentacle' 'octopus'],1,"[['oak', 'tree'], ['tendril', 'vine'], ['rat', 'vermin'], ['meow', 'cat'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (7),1,True
['avenge' 'wrong'],0,"[['reciprocate', 'favor'], ['compete', 'contest'], ['ponder', 'decision'], ['relegate', 'position'], ['decree', 'religion']]",ML: _One-on-one with the SATs_ (6) HARD,0,True
['crowbar' 'pry'],1,"[['rod', 'trout'], ['pencil', 'draw'], ['nail', 'hammer'], ['telescope', 'star'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (8) (fishing rod->rod),1,True
['chat' 'converse'],4,"[['allege', 'deny'], ['halt', 'traverse'], ['purchase', 'rent'], ['study', 'learn'], ['browse', 'read']]",190 FROM REAL SATs,1,False
['refurbish' 'worn'],0,"[['revive', 'exhausted'], ['reward', 'outstanding'], ['resume', 'interrupted'], ['replace', 'stolen'], ['repaint', 'glossy']]",190 FROM REAL SATs,0,True
['drought' 'rain'],4,"[['desert', 'sun'], ['hurricane', 'wind'], ['epidemic', 'disease'], ['volcano', 'lava'], ['famine', 'nourishment']]",190 FROM REAL SATs,4,True
['custom' 'society'],3,"[['hypothesis', 'evidence'], ['testimony', 'trial'], ['ballot', 'election'], ['rule', 'game'], ['contest', 'debate']]",190 FROM REAL SATs,0,False
['condolence' 'mourner'],3,"[['secret', 'stranger'], ['loan', 'borrower'], ['rescue', 'knight'], ['congratulation', 'victor'], ['record', 'athlete']]",190 FROM REAL SATs,3,True
['unfetter' 'pinioned'],2,"[['recite', 'practiced'], ['sully', 'impure'], ['enlighten', 'ignorant'], ['revere', 'unrecognized'], ['adore', 'cordial']]",190 FROM REAL SATs,3,False
['opaque' 'transparent'],0,"[['gaunt', 'rotund'], ['wary', 'angry'], ['thin', 'elongated'], ['proud', 'arrogant'], ['libel', 'free']]",ML: http://www.kagi.com/edicom/edu/sat_51.htm (9),0,True
['atlas' 'maps'],0,"[['manual', 'instructions'], ['directory', 'pages'], ['almanac', 'years'], ['dictionary', 'writers'], ['tome', 'books']]",190 FROM REAL SATs,1,False
['camera' 'photographer'],4,"[['house', 'architect'], ['sink', 'plumber'], ['studio', 'painter'], ['meat', 'butcher'], ['drill', 'dentist']]",190 FROM REAL SATs,2,False
['freight' 'truck'],4,"[['goods', 'warehouse'], ['customers', 'store'], ['stevedores', 'ship'], ['engine', 'train'], ['passengers', 'bus']]",190 FROM REAL SATs,1,False
['audible' 'blaring'],1,"[['silent', 'loud'], ['annoying', 'obnoxious'], ['clear', 'ostentatious'], ['legible', 'published'], ['edible', 'poisonous']]",ML: http://www.appliedpractice.com/pdfs/Anal.%20and%20Sent.%20Comp.%20for%20S.%20L.pdf (1),2,False
['raucous' 'sound'],3,"[['dim', 'light'], ['noisy', 'uproar'], ['tanned', 'leather'], ['rough', 'texture'], ['hard', 'granite']]",190 FROM REAL SATs,2,False
['abash' 'embarrassment'],2,"[['dislike', 'hypocrisy'], ['pretend', 'imagination'], ['annoy', 'irritation'], ['suspect', 'illegality'], ['demolish', 'renovation']]",190 FROM REAL SATs,3,False
['elastic' 'flexible'],0,"[['diamond', 'hard'], ['ocean', 'nautical'], ['iron', 'rusty'], ['sandpaper', 'smooth'], ['water', 'irrigated']]",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&11&q,3,False
['corpulence' 'obesity'],1,"[['ability', 'question'], ['enigma', 'puzzle'], ['intelligence', 'capability'], ['strong', 'weak'], ['pleasure', 'blessing']]",ML: http://www.kagi.com/edicom/edu/sat_53.htm (5),1,True
['heckler' 'disconcert'],4,"[['outcast', 'exclude'], ['firebrand', 'soothe'], ['performer', 'applaud'], ['monarch', 'depose'], ['lobbyist', 'persuade']]",190 FROM REAL SATs,1,False
['ruthless' 'compassion'],1,"[['theatrical', 'emotion'], ['naive', 'sophistication'], ['scrupulous', 'propriety'], ['self-righteous', 'indignation'], ['formidable', 'awe']]",190 FROM REAL SATs,2,False
['actor' 'cast'],0,"[['musician', 'orchestra'], ['singer', 'song'], ['lecturer', 'class'], ['congregation', 'church'], ['proofreader', 'text']]",190 FROM REAL SATs,1,False
['paleontologist' 'tyrannosaurus'],0,"[['botanist', 'capsicum'], ['professor', 'student'], ['agriculturist', 'dairy'], ['priest', 'religion'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (6) (corrected tyrannosaurus),2,False
['swarm' 'bee'],0,"[['school', 'fish'], ['venison', 'deer'], ['oxen', 'cow'], ['peak', 'mountain'], ['skin', 'lion']]",ML: http://www.kagi.com/edicom/edu/sat_52.htm (1),0,True
['bequest' 'heir'],0,"[['gift', 'recipient'], ['huge', 'weight'], ['painting', 'artist'], ['payment', 'donor'], ['measure', 'gauge']]",ML: http://www.kagi.com/edicom/edu/sat_52.htm (6),0,True
['gauche' 'adroit'],0,"[['weak', 'strong'], ['formidable', 'strong'], ['round', 'square'], ['sharp', 'pointed'], ['stately', 'grand']]",ML: http://www.kagi.com/edicom/edu/sat_52.htm (10),2,False
['testimony' 'witness'],2,"[['leadership', 'follower'], ['proof', 'theorist'], ['expertise', 'authority'], ['contradiction', 'investigator'], ['confiscation', 'official']]",190 FROM REAL SATs,1,False
['corroborate' 'claim'],0,"[['document', 'assertion'], ['disprove', 'evidence'], ['sentence', 'punishment'], ['promise', 'advancement'], ['disseminate', 'information']]",190 FROM REAL SATs,0,True
['propagandize' 'principles'],4,"[['plagiarize', 'writing'], ['indemnify', 'damages'], ['indoctrinate', 'institutions'], ['pacify', 'aggression'], ['proselytize', 'religion']]",KS type: 33,4,True
['vertigo' 'dizzy'],1,"[['temperature', 'virus'], ['influenza', 'feverish'], ['fear', 'heights'], ['illness', 'germs'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (1),0,False
['pedestrian' 'walks'],4,"[['soldier', 'obeys'], ['runner', 'stretches'], ['dentist', 'drills'], ['bicyclist', 'brakes'], ['motorist', 'drives']]",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&2&q,3,False
['ornament' 'embellish'],2,"[['radio', 'repair'], ['antidote', 'poison'], ['detergent', 'clean'], ['carpenter', 'build'], ['rocket', 'launch']]",KS type: 15,3,False
['manager' 'store'],2,"[['technician', 'laboratory'], ['student', 'school'], ['administrator', 'hospital'], ['spectator', 'arena'], ['president', 'electorate']]",190 FROM REAL SATs,0,False
['seed' 'plant'],4,"[['pouch', 'kangaroo'], ['root', 'soil'], ['drop', 'water'], ['bark', 'tree'], ['egg', 'bird']]",190 FROM REAL SATs,0,False
['exculpate' 'blame'],0,"[['extricate', 'difficulty'], ['exemplify', 'illustration'], ['expedite', 'process'], ['divulge', 'secret'], ['bewilder', 'confusion']]",190 FROM REAL SATs,0,True
['amplifier' 'ear'],1,"[['computer', 'brain'], ['telescope', 'eye'], ['book', 'library'], ['clock', 'time'], ['keyboard', 'finger']]",ML: http://www.kagi.com/edicom/edu/sat_51.htm (8),1,True
['malinger' 'work'],2,"[['escape', 'flight'], ['accuse', 'crime'], ['hide', 'discovery'], ['shun', 'ridicule'], ['guess', 'answer']]",190 FROM REAL SATs,4,False
['oxygen' 'gas'],2,"[['cobra', 'venom'], ['doctor', 'hospital'], ['aluminum', 'metal'], ['gymnasium', 'track'], ['airplane', 'cloud']]",KS type: 9,0,False
['viscous' 'flow'],3,"[['transparent', 'see'], ['stationary', 'stop'], ['arid', 'rain'], ['stiff', 'bend'], ['damp', 'soak']]",190 FROM REAL SATs,0,False
['glaze' 'pottery'],2,"[['scuff', 'furniture'], ['donate', 'tree'], ['ice', 'cake'], ['injure', 'gun'], ['chortle', 'laugh']]",KS type: 38,4,False
['quack' 'doctor'],1,"[['charlatan', 'impostor'], ['pretender', 'monarch'], ['defendant', 'prosecutor'], ['arbitrator', 'judge'], ['professional', 'amateur']]",ML: http://www.collegeboard.org/sat/center/q1000/113q.html (hard),0,False
['lethargic' 'energy'],1,"[['contrived', 'plot'], ['desultory', 'direction'], ['durable', 'structure'], ['frenetic', 'activity'], ['dejected', 'sympathy']]",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&12&q,3,False
['lynch' 'execute'],4,"[['interrogate', 'prosecute'], ['deface', 'kill'], ['testify', 'subpoena'], ['good', 'bad'], ['steal', 'confiscate']]",ML: http://www.kagi.com/edicom/edu/sat_53.htm (10),0,False
['magnify' 'appearance'],3,"[['rectify', 'error'], ['augment', 'reduction'], ['probe', 'feeling'], ['amplify', 'volume'], ['distort', 'image']]",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&3&q,0,False
['flap' 'wing'],1,"[['speak', 'sound'], ['wave', 'hand'], ['whisper', 'word'], ['stub', 'toe'], ['sing', 'bird']]",190 FROM REAL SATs,4,False
['barley' 'grain'],1,"[['yeast', 'bread'], ['pine', 'tree'], ['vine', 'fruit'], ['knot', 'rope'], ['twig', 'nest']]",190 FROM REAL SATs,0,False
['amalgam' 'metals'],2,"[['fracture', 'bones'], ['divorce', 'marriages'], ['coalition', 'factions'], ['car', 'payments'], ['convention', 'speeches']]",KS type: 41,1,False
['smile' 'happiness'],3,"[['boredom', 'apathy'], ['cook', 'food'], ['comedy', 'laughter'], ['frown', 'anger'], ['resentment', 'mutiny']]",KS type: 17,1,False
['congeal' 'solid'],3,"[['heat', 'fire'], ['breathe', 'air'], ['immunize', 'disease'], ['melt', 'liquid'], ['push', 'resistance']]",190 FROM REAL SATs,0,False
['alligator' 'reptile'],1,"[['fish', 'school'], ['lion', 'cat'], ['wolf', 'sheep'], ['cub', 'bear'], ['dog', 'bone']]",KS type: 7,1,True
['mundane' 'novel'],0,"[['rate', 'prevalent'], ['essential', 'imperative'], ['sealed', 'hermetic'], ['spontaneous', 'combustive'], ['judicious', 'minimal']]",KS type: 54,1,False
['epilogue' 'play'],2,"[['aria', 'opera'], ['trailer', 'movie'], ['afterword', 'book'], ['act', 'scene'], ['comedy', 'drama']]",KS type: 46,2,True
['incumbent' 'office'],1,"[['politician', 'campaign'], ['tenant', 'dwelling'], ['jailer', 'cell'], ['secretary', 'desk'], ['retiree', 'service']]",190 FROM REAL SATs,0,False
['courier' 'message'],2,"[['soldier', 'battle'], ['student', 'knowledge'], ['prophet', 'revelation'], ['judge', 'law'], ['athlete', 'prowess']]",ML: not sure...,0,False
['mentor' 'guide'],0,"[['prophet', 'predict'], ['instructor', 'discipline'], ['tyrant', 'relentless'], ['citizen', 'unique'], ['no', 'choice']]",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (2),0,True
['iconoclast' 'orthodoxy'],2,"[['scientist', 'theory'], ['impostor', 'identity'], ['libertarian', 'tyranny'], ['conformist', 'expectation'], ['soldier', 'combat']]",190 FROM REAL SATs,0,False
['mendicant' 'beg'],1,"[['sycophant', 'demean'], ['braggart', 'boast'], ['parasite', 'contribute'], ['hero', 'worship'], ['dissembler', 'believe']]",190 FROM REAL SATs,0,False
['border' 'country'],4,"[['current', 'river'], ['water', 'lake'], ['waves', 'sea'], ['horizon', 'sunset'], ['shore', 'ocean']]",190 FROM REAL SATs,4,True
['sandal' 'footwear'],3,"[['monarch', 'castle'], ['child', 'parent'], ['volume', 'bookcase'], ['watch', 'timepiece'], ['wax', 'candle']]",190 FROM REAL SATs,2,False
